Datetime,Adj Close,Close,High,Low,Open,Volume
2025-11-19 14:30:00+00:00,489.260498046875,489.260498046875,490.29998779296875,489.0400085449219,490.1000061035156,602851
2025-11-19 14:31:00+00:00,489.70001220703125,489.70001220703125,489.9200134277344,488.9901123046875,489.3500061035156,72827
2025-11-19 14:32:00+00:00,489.0899963378906,489.0899963378906,489.8399963378906,488.95001220703125,489.57000732421875,85210
2025-11-19 14:33:00+00:00,490.125,490.125,490.1300048828125,488.9801025390625,489.010009765625,72563
2025-11-19 14:34:00+00:00,491.010009765625,491.010009765625,491.010009765625,489.8500061035156,490.125,56043
2025-11-19 14:35:00+00:00,491.510009765625,491.510009765625,492.0,491.0,491.0950012207031,58173
2025-11-19 14:36:00+00:00,490.6000061035156,490.6000061035156,491.6099853515625,490.5450134277344,491.5199890136719,56159
2025-11-19 14:37:00+00:00,491.30999755859375,491.30999755859375,491.56500244140625,490.489990234375,490.57000732421875,45190
2025-11-19 14:38:00+00:00,490.989990234375,490.989990234375,491.6099853515625,490.989990234375,491.3800048828125,46972
2025-11-19 14:39:00+00:00,491.3599853515625,491.3599853515625,491.3988037109375,490.6300048828125,491.0,40016
2025-11-19 14:40:00+00:00,490.8550109863281,490.8550109863281,491.3999938964844,490.7900085449219,491.3500061035156,47169
2025-11-19 14:41:00+00:00,490.9150085449219,490.9150085449219,491.4100036621094,490.4649963378906,490.7900085449219,73666
2025-11-19 14:42:00+00:00,491.8399963378906,491.8399963378906,491.8399963378906,490.9150085449219,490.9150085449219,38369
2025-11-19 14:43:00+00:00,492.3599853515625,492.3599853515625,492.5199890136719,491.7300109863281,491.8999938964844,53534
2025-11-19 14:44:00+00:00,493.6700134277344,493.6700134277344,493.7099914550781,492.3500061035156,492.3500061035156,61931
2025-11-19 14:45:00+00:00,493.6600036621094,493.6600036621094,493.8500061035156,493.3949890136719,493.635009765625,60439
2025-11-19 14:46:00+00:00,493.2749938964844,493.2749938964844,493.6400146484375,492.8503112792969,493.6400146484375,44676
2025-11-19 14:47:00+00:00,492.9800109863281,492.9800109863281,493.6300048828125,492.80999755859375,493.3500061035156,44542
2025-11-19 14:48:00+00:00,492.6000061035156,492.6000061035156,493.0660095214844,492.25,493.0660095214844,44388
2025-11-19 14:49:00+00:00,492.9100036621094,492.9100036621094,493.1285095214844,492.4700012207031,492.625,39872
2025-11-19 14:50:00+00:00,492.29998779296875,492.29998779296875,493.07000732421875,492.25250244140625,492.94000244140625,34335
2025-11-19 14:51:00+00:00,492.5150146484375,492.5150146484375,492.5450134277344,492.04998779296875,492.29998779296875,20973
2025-11-19 14:52:00+00:00,492.19000244140625,492.19000244140625,492.8399963378906,492.1199951171875,492.5199890136719,25575
2025-11-19 14:53:00+00:00,492.9049987792969,492.9049987792969,493.1300048828125,492.1709899902344,492.1709899902344,29160
2025-11-19 14:54:00+00:00,493.2200012207031,493.2200012207031,493.25860595703125,492.57000732421875,492.8699951171875,48697
2025-11-19 14:55:00+00:00,493.3599853515625,493.3599853515625,493.5,492.75,493.239990234375,44575
2025-11-19 14:56:00+00:00,494.4320068359375,494.4320068359375,494.5199890136719,493.3275146484375,493.42498779296875,50155
2025-11-19 14:57:00+00:00,494.4200134277344,494.4200134277344,494.6499938964844,494.2099914550781,494.3900146484375,38585
2025-11-19 14:58:00+00:00,494.6199951171875,494.6199951171875,494.760009765625,494.1274108886719,494.3800048828125,34399
2025-11-19 14:59:00+00:00,494.6700134277344,494.6700134277344,494.8699951171875,494.468994140625,494.6099853515625,49219
2025-11-19 15:00:00+00:00,494.70001220703125,494.70001220703125,494.9700012207031,494.1700134277344,494.7300109863281,31777
2025-11-19 15:01:00+00:00,494.2099914550781,494.2099914550781,494.8500061035156,494.0199890136719,494.69000244140625,40674
2025-11-19 15:02:00+00:00,494.3299865722656,494.3299865722656,494.635009765625,494.2900085449219,494.2900085449219,28126
2025-11-19 15:03:00+00:00,494.0101013183594,494.0101013183594,494.5799865722656,493.7850036621094,494.3949890136719,45239
2025-11-19 15:04:00+00:00,494.3599853515625,494.3599853515625,494.3699951171875,493.9700012207031,494.0350036621094,30795
2025-11-19 15:05:00+00:00,494.3450012207031,494.3450012207031,494.5299987792969,494.04998779296875,494.3599853515625,30926
2025-11-19 15:06:00+00:00,494.5849914550781,494.5849914550781,494.9100036621094,494.30999755859375,494.4949951171875,27190
2025-11-19 15:07:00+00:00,494.7749938964844,494.7749938964844,494.8735046386719,494.5636901855469,494.5636901855469,28425
2025-11-19 15:08:00+00:00,493.6400146484375,493.6400146484375,495.0,493.6199951171875,494.79998779296875,64560
2025-11-19 15:09:00+00:00,494.32000732421875,494.32000732421875,494.3900146484375,493.6650085449219,493.69000244140625,33534
2025-11-19 15:10:00+00:00,493.9200134277344,493.9200134277344,494.25,493.4599914550781,494.2099914550781,49218
2025-11-19 15:11:00+00:00,494.9800109863281,494.9800109863281,495.0899963378906,493.92999267578125,493.94000244140625,41930
2025-11-19 15:12:00+00:00,494.62799072265625,494.62799072265625,495.18719482421875,494.5101013183594,495.0199890136719,36662
2025-11-19 15:13:00+00:00,494.135009765625,494.135009765625,494.5849914550781,494.0799865722656,494.5849914550781,28209
2025-11-19 15:14:00+00:00,494.2900085449219,494.2900085449219,494.42999267578125,494.0199890136719,494.0799865722656,29554
2025-11-19 15:15:00+00:00,494.875,494.875,494.93939208984375,494.32501220703125,494.389892578125,23408
2025-11-19 15:16:00+00:00,494.92498779296875,494.92498779296875,494.9588928222656,494.7200012207031,494.885009765625,22764
2025-11-19 15:17:00+00:00,494.5849914550781,494.5849914550781,494.9599914550781,494.3900146484375,494.92498779296875,27808
2025-11-19 15:18:00+00:00,494.7799072265625,494.7799072265625,494.8788146972656,494.44000244140625,494.6300048828125,23317
2025-11-19 15:19:00+00:00,494.5450134277344,494.5450134277344,494.7799987792969,494.3599853515625,494.7449951171875,20607
2025-11-19 15:20:00+00:00,494.4800109863281,494.4800109863281,494.7099914550781,494.3299865722656,494.5350036621094,33921
2025-11-19 15:21:00+00:00,495.06298828125,495.06298828125,495.07000732421875,494.3500061035156,494.489990234375,26915
2025-11-19 15:22:00+00:00,494.44000244140625,494.44000244140625,495.1300048828125,494.40008544921875,495.05999755859375,26705
2025-11-19 15:23:00+00:00,494.20001220703125,494.20001220703125,494.54998779296875,494.0400085449219,494.44000244140625,38690
2025-11-19 15:24:00+00:00,494.4150085449219,494.4150085449219,494.5824890136719,494.2349853515625,494.2349853515625,25968
2025-11-19 15:25:00+00:00,494.2699890136719,494.2699890136719,494.6400146484375,494.260009765625,494.3900146484375,42407
2025-11-19 15:26:00+00:00,494.6950988769531,494.6950988769531,494.7300109863281,494.1499938964844,494.2699890136719,31545
2025-11-19 15:27:00+00:00,494.79998779296875,494.79998779296875,495.0249938964844,494.5799865722656,494.677001953125,31502
